SiteId,Month,number_of_holidays
284,2017-11,1
284,2017-12,3
285,2016-01,2
285,2016-03,1
285,2016-05,4
285,2016-08,1
285,2016-10,1
285,2016-11,1
285,2016-12,3
285,2017-01,2
285,2017-04,1
285,2017-05,2
285,2017-06,2
285,2017-08,1
285,2017-10,1
285,2017-11,1
285,2017-12,3
286,2014-01,2
286,2014-04,2
286,2014-05,1
286,2014-06,1
286,2014-08,1
286,2014-11,1
286,2014-12,3
286,2015-01,2
286,2015-04,2
286,2015-05,1
286,2015-06,1
286,2015-08,1
286,2015-11,1
286,2015-12,3
286,2016-01,2
286,2016-03,1
286,2016-04,1
286,2016-05,1
286,2016-06,1
286,2016-08,1
286,2016-11,1
286,2016-12,3
286,2017-01,2
286,2017-04,2
286,2017-05,1
286,2017-06,1
286,2017-08,1
286,2017-11,1
286,2017-12,3
287,2014-01,2
287,2014-04,2
287,2014-05,1
287,2014-06,1
287,2014-08,1
287,2014-11,1
287,2014-12,3
287,2015-01,2
287,2015-04,2
287,2015-05,1
287,2015-06,1
287,2015-08,1
287,2015-11,1
287,2015-12,3
287,2016-01,2
287,2016-03,1
287,2016-04,1
287,2016-05,1
287,2016-06,1
287,2016-08,1
287,2016-11,1
287,2016-12,3
287,2017-01,2
287,2017-04,2
287,2017-05,1
287,2017-06,1
287,2017-08,1
287,2017-11,1
287,2017-12,3
288,2016-01,2
288,2016-03,1
288,2016-05,1
288,2016-08,1
288,2016-10,1
288,2016-11,1
288,2016-12,3
288,2017-01,2
288,2017-04,1
288,2017-05,1
288,2017-08,1
288,2017-10,1
288,2017-11,1
288,2017-12,3
290,2009-01,2
290,2009-04,3
290,2009-05,3
290,2009-06,1
290,2009-08,1
290,2009-12,2
290,2010-01,2
290,2010-04,3
290,2010-05,4
290,2010-08,1
290,2010-12,2
290,2011-01,2
290,2011-04,3
290,2011-05,1
290,2011-06,3
290,2011-08,1
290,2011-12,2
290,2012-01,2
290,2012-04,3
290,2012-05,4
290,2012-08,1
290,2012-12,2
290,2013-01,2
290,2013-03,2
290,2013-04,1
290,2013-05,4
290,2013-08,1
290,2013-12,2
290,2014-01,2
290,2014-04,3
290,2014-05,2
290,2014-06,2
290,2014-08,1
290,2014-12,2
290,2015-01,2
290,2015-04,3
290,2015-05,4
290,2015-08,1
290,2015-12,2
290,2016-01,2
290,2016-03,3
290,2016-05,4
290,2016-08,1
290,2016-12,2
290,2017-01,2
290,2017-04,3
290,2017-05,2
290,2017-06,2
290,2017-08,1
290,2017-12,2
292,2015-01,1
292,2015-04,1
292,2015-05,4
292,2015-07,1
292,2015-08,1
292,2015-11,2
292,2015-12,1
292,2016-01,1
292,2016-03,1
292,2016-05,4
292,2016-07,1
292,2016-08,1
292,2016-11,2
292,2016-12,1
292,2017-01,1
292,2017-04,1
292,2017-05,3
292,2017-06,1
292,2017-07,1
292,2017-08,1
292,2017-11,2
292,2017-12,1
293,2015-01,1
293,2015-04,1
293,2015-05,4
293,2015-07,1
293,2015-08,1
293,2015-11,2
293,2015-12,1
293,2016-01,1
293,2016-03,1
293,2016-05,4
293,2016-07,1
293,2016-08,1
293,2016-11,2
293,2016-12,1
293,2017-01,1
293,2017-04,1
293,2017-05,3
293,2017-06,1
293,2017-07,1
293,2017-08,1
293,2017-11,2
293,2017-12,1
294,2015-01,1
294,2015-04,1
294,2015-05,4
294,2015-07,1
294,2015-08,1
294,2015-11,2
294,2015-12,1
294,2016-01,1
294,2016-03,1
294,2016-05,4
294,2016-07,1
294,2016-08,1
294,2016-11,2
294,2016-12,1
294,2017-01,1
294,2017-04,1
294,2017-05,3
294,2017-06,1
294,2017-07,1
294,2017-08,1
294,2017-11,2
294,2017-12,1
295,2015-01,1
295,2015-04,1
295,2015-05,4
295,2015-07,1
295,2015-08,1
295,2015-11,2
295,2015-12,1
295,2016-01,1
295,2016-03,1
295,2016-05,4
295,2016-07,1
295,2016-08,1
295,2016-11,2
295,2016-12,1
295,2017-01,1
295,2017-04,1
295,2017-05,3
295,2017-06,1
295,2017-07,1
295,2017-08,1
295,2017-11,2
295,2017-12,1
297,2009-01,2
297,2009-04,2
297,2009-05,1
297,2009-06,1
297,2009-08,1
297,2009-11,1
297,2009-12,3
297,2010-01,2
297,2010-04,2
297,2010-05,1
297,2010-06,1
297,2010-08,1
297,2010-11,1
297,2010-12,3
297,2011-01,2
297,2011-04,2
297,2011-05,1
297,2011-06,1
297,2011-08,1
297,2011-11,1
297,2011-12,3
297,2012-01,2
297,2012-04,2
297,2012-05,1
297,2012-06,1
297,2012-08,1
297,2012-11,1
297,2012-12,3
297,2013-01,2
297,2013-04,2
297,2013-05,1
297,2013-06,1
297,2013-08,1
297,2013-11,1
297,2013-12,3
297,2014-01,2
297,2014-04,2
297,2014-05,1
297,2014-06,1
297,2014-08,1
297,2014-11,1
297,2014-12,3
297,2015-01,2
297,2015-04,2
297,2015-05,1
297,2015-06,1
297,2015-08,1
297,2015-11,1
297,2015-12,3
297,2016-01,2
297,2016-03,1
297,2016-04,1
297,2016-05,1
297,2016-06,1
297,2016-08,1
297,2016-11,1
297,2016-12,3
297,2017-01,2
297,2017-04,2
297,2017-05,1
297,2017-06,1
297,2017-08,1
297,2017-11,1
297,2017-12,3
298,2014-01,2
298,2014-04,2
298,2014-05,1
298,2014-06,1
298,2014-08,1
298,2014-11,1
298,2014-12,3
298,2015-01,2
298,2015-04,2
298,2015-05,1
298,2015-06,1
298,2015-08,1
298,2015-11,1
298,2015-12,3
298,2016-01,2
298,2016-03,1
298,2016-04,1
298,2016-05,1
298,2016-06,1
298,2016-08,1
298,2016-11,1
298,2016-12,3
298,2017-01,2
298,2017-04,2
298,2017-05,1
298,2017-06,1
298,2017-08,1
298,2017-11,1
298,2017-12,3
299,2015-01,2
299,2015-04,2
299,2015-05,1
299,2015-06,1
299,2015-08,1
299,2015-11,1
299,2015-12,3
299,2016-01,2
299,2016-03,1
299,2016-04,1
299,2016-05,1
299,2016-06,1
299,2016-08,1
299,2016-11,1
299,2016-12,3
299,2017-01,2
299,2017-04,2
299,2017-05,1
299,2017-06,1
299,2017-08,1
299,2017-11,1
299,2017-12,3
300,2015-01,2
300,2015-04,2
300,2015-05,1
300,2015-06,1
300,2015-08,1
300,2015-11,1
300,2015-12,3
300,2016-01,2
300,2016-03,1
300,2016-04,1
300,2016-05,1
300,2016-06,1
300,2016-08,1
300,2016-11,1
300,2016-12,3
300,2017-01,2
300,2017-04,2
300,2017-05,1
300,2017-06,1
300,2017-08,1
300,2017-11,1
300,2017-12,3
301,2009-01,2
301,2009-04,3
301,2009-05,3
301,2009-06,1
301,2009-08,1
301,2009-12,2
301,2010-01,2
301,2010-04,3
301,2010-05,4
301,2010-08,1
301,2010-12,2
301,2011-01,2
301,2011-04,3
301,2011-05,1
301,2011-06,3
301,2011-08,1
301,2011-12,2
301,2012-01,2
301,2012-04,3
301,2012-05,4
301,2012-08,1
301,2012-12,2
301,2013-01,2
301,2013-03,2
301,2013-04,1
301,2013-05,4
301,2013-08,1
301,2013-12,2
301,2014-01,2
301,2014-04,3
301,2014-05,2
301,2014-06,2
301,2014-08,1
301,2014-12,2
301,2015-01,2
301,2015-04,3
301,2015-05,4
301,2015-08,1
301,2015-12,2
301,2016-01,2
301,2016-03,3
301,2016-05,4
301,2016-08,1
301,2016-12,2
301,2017-01,2
301,2017-04,3
301,2017-05,2
301,2017-06,2
301,2017-08,1
301,2017-12,2
302,2009-01,2
302,2009-04,3
302,2009-05,3
302,2009-06,1
302,2009-08,1
302,2009-12,2
302,2010-01,2
302,2010-04,3
302,2010-05,4
302,2010-08,1
302,2010-12,2
302,2011-01,2
302,2011-04,3
302,2011-05,1
302,2011-06,3
302,2011-08,1
302,2011-12,2
302,2012-01,2
302,2012-04,3
302,2012-05,4
302,2012-08,1
302,2012-12,2
302,2013-01,2
302,2013-03,2
302,2013-04,1
302,2013-05,4
302,2013-08,1
302,2013-12,2
302,2014-01,2
302,2014-04,3
302,2014-05,2
302,2014-06,2
302,2014-08,1
302,2014-12,2
302,2015-01,2
302,2015-04,3
302,2015-05,4
302,2015-08,1
302,2015-12,2
302,2016-01,2
302,2016-03,3
302,2016-05,4
302,2016-08,1
302,2016-12,2
302,2017-01,2
302,2017-04,3
302,2017-05,2
302,2017-06,2
302,2017-08,1
302,2017-12,2
303,2009-01,2
303,2009-04,3
303,2009-05,3
303,2009-06,1
303,2009-08,1
303,2009-12,2
303,2010-01,2
303,2010-04,3
303,2010-05,4
303,2010-08,1
303,2010-12,2
303,2011-01,2
303,2011-04,3
303,2011-05,1
303,2011-06,3
303,2011-08,1
303,2011-12,2
303,2012-01,2
303,2012-04,3
303,2012-05,4
303,2012-08,1
303,2012-12,2
303,2013-01,2
303,2013-03,2
303,2013-04,1
303,2013-05,4
303,2013-08,1
303,2013-12,2
303,2014-01,2
303,2014-04,3
303,2014-05,2
303,2014-06,2
303,2014-08,1
303,2014-12,2
303,2015-01,2
303,2015-04,3
303,2015-05,4
303,2015-08,1
303,2015-12,2
303,2016-01,2
303,2016-03,3
303,2016-05,4
303,2016-08,1
303,2016-12,2
303,2017-01,2
303,2017-04,3
303,2017-05,2
303,2017-06,2
303,2017-08,1
303,2017-12,2
304,2015-01,2
304,2015-04,2
304,2015-05,1
304,2015-06,1
304,2015-08,1
304,2015-11,1
304,2015-12,3
304,2016-01,2
304,2016-03,1
304,2016-04,1
304,2016-05,1
304,2016-06,1
304,2016-08,1
304,2016-11,1
304,2016-12,3
304,2017-01,2
304,2017-04,2
304,2017-05,1
304,2017-06,1
304,2017-08,1
304,2017-11,1
304,2017-12,3
305,2015-01,2
305,2015-04,2
305,2015-05,1
305,2015-06,1
305,2015-08,1
305,2015-11,1
305,2015-12,3
305,2016-01,2
305,2016-03,1
305,2016-04,1
305,2016-05,1
305,2016-06,1
305,2016-08,1
305,2016-11,1
305,2016-12,3
305,2017-01,2
305,2017-04,2
305,2017-05,1
305,2017-06,1
305,2017-08,1
305,2017-11,1
305,2017-12,3
